chr	source	feature	start	end	score	strand	frame	group	log_RPKM	expression
chr5	.	miRNA	180649566	180649633	.	-	.	Name=hsa-mir-4638;ID=MI0017265	0.505375298960379	0
chr6	.	miRNA	1390549	1390646	.	-	.	Name=hsa-mir-6720;ID=MI0022555	6.30803826004172	2
chr6	.	miRNA	2854265	2854341	.	-	.	Name=hsa-mir-4645;ID=MI0017272	2.44435305824182	1
chr6	.	miRNA	5148467	5148556	.	-	.	Name=hsa-mir-3691;ID=MI0016092	0.792032374919302	0
chr6	.	miRNA	6169537	6169668	.	-	.	Name=hsa-mir-7853;ID=MI0025523	0.1484770529936	0
chr6	.	miRNA	16141787	16141855	.	+	.	Name=hsa-mir-4639;ID=MI0017266	1.06354017978206	1
chr6	.	miRNA	18572015	18572111	.	+	.	Name=hsa-mir-548a-1;ID=MI0003593	2.11645102362892	1
chr6	.	miRNA	30552109	30552194	.	+	.	Name=hsa-mir-877;ID=MI0005561	1.90145749390276	1
chr6	.	miRNA	30858660	30858749	.	+	.	Name=hsa-mir-4640;ID=MI0017267	0.505375298960379	0
chr6	.	miRNA	31323001	31323093	.	-	.	Name=hsa-mir-6891;ID=MI0022738	0.604774990753526	0
chr6	.	miRNA	31601564	31601635	.	+	.	Name=hsa-mir-6832;ID=MI0022677	0.798166653589054	0
chr6	.	miRNA	31668806	31668868	.	-	.	Name=hsa-mir-4646;ID=MI0017273	0.101957037358707	0
chr6	.	miRNA	31924616	31924717	.	-	.	Name=hsa-mir-1236;ID=MI0006326	0.505375298960379	0
chr6	.	miRNA	32137807	32137893	.	-	.	Name=hsa-mir-6721;ID=MI0022556	0.0575052747878735	0
chr6	.	miRNA	32147593	32147653	.	+	.	Name=hsa-mir-6833;ID=MI0022678	0.101957037358707	0
chr6	.	miRNA	33175612	33175721	.	+	.	Name=hsa-mir-219a-1;ID=MI0000296	2.77631719060411	1
chr6	.	miRNA	33255004	33255066	.	-	.	Name=hsa-mir-6873;ID=MI0022720	0.101957037358707	0
chr6	.	miRNA	33258022	33258102	.	+	.	Name=hsa-mir-6834;ID=MI0022679	0.600685478764704	0
chr6	.	miRNA	33406108	33406214	.	+	.	Name=hsa-mir-5004;ID=MI0017870	0.101957037358707	0
chr6	.	miRNA	33665905	33666011	.	+	.	Name=hsa-mir-3934;ID=MI0016590	4.29151883174088	2
chr6	.	miRNA	33866912	33866977	.	+	.	Name=hsa-mir-7159;ID=MI0023620	0.197267217163032	0
chr6	.	miRNA	34208450	34208513	.	+	.	Name=hsa-mir-6835;ID=MI0022680	0.101957037358707	0
chr6	.	miRNA	35438285	35438356	.	+	.	Name=hsa-mir-7111;ID=MI0022962	1.01947386915187	1
chr6	.	miRNA	36590213	36590289	.	-	.	Name=hsa-mir-3925;ID=MI0016433	0.798166653589054	0
chr6	.	miRNA	43402280	43402358	.	+	.	Name=hsa-mir-6780b;ID=MI0022681	0.101957037358707	0
chr6	.	miRNA	72086663	72086734	.	-	.	Name=hsa-mir-30c-2;ID=MI0000254	8.02411388995806	2
chr6	.	miRNA	72113254	72113324	.	-	.	Name=hsa-mir-30a;ID=MI0000088	12.4615417282466	2
chr6	.	miRNA	119390212	119390308	.	-	.	Name=hsa-mir-548b;ID=MI0003596	0.101957037358707	0
chr6	.	miRNA	120336325	120336403	.	+	.	Name=hsa-mir-3144;ID=MI0014169	0.101957037358707	0
chr6	.	miRNA	132113312	132113371	.	+	.	Name=hsa-mir-548h-5;ID=MI0016751	0.505375298960379	0
chr6	.	miRNA	132436332	132436403	.	-	.	Name=hsa-mir-548aj-1;ID=MI0016814	0.1484770529936	0
chr6	.	miRNA	135560298	135560394	.	+	.	Name=hsa-mir-548a-2;ID=MI0003598	2.18063150248127	1
chr6	.	miRNA	138756350	138756431	.	-	.	Name=hsa-mir-3145;ID=MI0014170	1.56362533704648	1
chr6	.	miRNA	157950164	157950232	.	+	.	Name=hsa-mir-3692;ID=MI0016093	0.708092840929023	0
chr6	.	miRNA	159030739	159030822	.	+	.	Name=hsa-mir-7161;ID=MI0023619	-0.0650970473044588	0
chr7	.	miRNA	1062569	1062662	.	-	.	Name=hsa-mir-339;ID=MI0000815	5.20450066326378	2
chr7	.	miRNA	1883816	1883889	.	-	.	Name=hsa-mir-4655;ID=MI0017283	0.505375298960379	0
chr7	.	miRNA	2297150	2297212	.	-	.	Name=hsa-mir-6836;ID=MI0022682	0.101957037358707	0
chr7	.	miRNA	5535450	5535548	.	-	.	Name=hsa-mir-589;ID=MI0003599	6.01906440564018	2
chr7	.	miRNA	5751471	5751541	.	-	.	Name=hsa-mir-6874;ID=MI0022721	1.15201967226789	1
chr7	.	miRNA	25989539	25989606	.	-	.	Name=hsa-mir-148a;ID=MI0000253	2.40576823027176	1
chr7	.	miRNA	27209099	27209182	.	-	.	Name=hsa-mir-196b;ID=MI0001150	6.21123175456103	2
chr7	.	miRNA	29720350	29720444	.	-	.	Name=hsa-mir-550a-3;ID=MI0003762	1.40211596051863	1
chr7	.	miRNA	30329410	30329506	.	-	.	Name=hsa-mir-550b-1;ID=MI0016686	0.1484770529936	0
chr7	.	miRNA	30329410	30329506	.	+	.	Name=hsa-mir-550a-1;ID=MI0003600	2.40331452526706	1
chr7	.	miRNA	32772593	32772689	.	-	.	Name=hsa-mir-550b-2;ID=MI0016687	0.1484770529936	0
chr7	.	miRNA	32772593	32772689	.	+	.	Name=hsa-mir-550a-2;ID=MI0003601	2.40331452526706	1
chr7	.	miRNA	44091365	44091428	.	+	.	Name=hsa-mir-6837;ID=MI0022683	0.101957037358707	0
chr7	.	miRNA	44112977	44113032	.	-	.	Name=hsa-mir-6838;ID=MI0022684	1.24299145047361	1
chr7	.	miRNA	44150448	44150511	.	+	.	Name=hsa-mir-4649;ID=MI0017276	0.101957037358707	0
chr7	.	miRNA	64139442	64139554	.	+	.	Name=hsa-mir-6839;ID=MI0022685	0.101957037358707	0
chr7	.	miRNA	66579309	66579384	.	-	.	Name=hsa-mir-4650-1;ID=MI0017277	0.600685478764704	0
chr7	.	miRNA	72162874	72162949	.	+	.	Name=hsa-mir-4650-2;ID=MI0017278	0.600685478764704	0
chr7	.	miRNA	73605528	73605624	.	+	.	Name=hsa-mir-590;ID=MI0003602	8.89029510586541	2
chr7	.	miRNA	91833329	91833412	.	-	.	Name=hsa-mir-1285-1;ID=MI0006346	2.17909558188743	1
chr7	.	miRNA	93112072	93112167	.	-	.	Name=hsa-mir-653;ID=MI0003674	3.28103272200801	2
chr7	.	miRNA	93113248	93113331	.	-	.	Name=hsa-mir-489;ID=MI0003124	0.792032374919302	0
chr7	.	miRNA	93346240	93346317	.	+	.	Name=hsa-mir-4652;ID=MI0017280	0.101957037358707	0
chr7	.	miRNA	99691183	99691266	.	-	.	Name=hsa-mir-25;ID=MI0000082	11.8357218881083	2
chr7	.	miRNA	99691391	99691470	.	-	.	Name=hsa-mir-93;ID=MI0000095	11.1766516681458	2
chr7	.	miRNA	99691616	99691697	.	-	.	Name=hsa-mir-106b;ID=MI0000734	13.1994036008392	2
chr7	.	miRNA	99954274	99954344	.	+	.	Name=hsa-mir-6840;ID=MI0022686	0.0575052747878735	0
chr7	.	miRNA	100465658	100465729	.	+	.	Name=hsa-mir-6875;ID=MI0022722	0.101957037358707	0
chr7	.	miRNA	100802754	100802836	.	+	.	Name=hsa-mir-4653;ID=MI0017281	0.101957037358707	0
chr7	.	miRNA	102046189	102046302	.	-	.	Name=hsa-mir-548o;ID=MI0006402	3.16872523280233	2
chr7	.	miRNA	127721913	127722012	.	+	.	Name=hsa-mir-593;ID=MI0003605	0.101957037358707	0
chr7	.	miRNA	127847925	127847996	.	+	.	Name=hsa-mir-129-1;ID=MI0000252	1.35032876456983	1
chr7	.	miRNA	129410223	129410332	.	-	.	Name=hsa-mir-182;ID=MI0000272	11.1181053137162	2
chr7	.	miRNA	129414532	129414609	.	-	.	Name=hsa-mir-96;ID=MI0000098	6.46148855360895	2
chr7	.	miRNA	129414745	129414854	.	-	.	Name=hsa-mir-183;ID=MI0000273	10.149994427998	2
chr7	.	miRNA	130135952	130136045	.	+	.	Name=hsa-mir-335;ID=MI0000816	11.6597008990057	2
chr7	.	miRNA	130561506	130561569	.	-	.	Name=hsa-mir-29a;ID=MI0000087	10.3933149834231	2
chr7	.	miRNA	130562218	130562298	.	-	.	Name=hsa-mir-29b-1;ID=MI0000105	10.8442786998183	2
chr7	.	miRNA	134891746	134891830	.	-	.	Name=hsa-mir-6509;ID=MI0022221	1.02192156822211	1
chr7	.	miRNA	136587914	136588041	.	+	.	Name=hsa-mir-490;ID=MI0003125	0.841624233553546	0
chr7	.	miRNA	143079779	143079893	.	+	.	Name=hsa-mir-6892;ID=MI0022739	1.06108043929678	1
chr7	.	miRNA	147075109	147075213	.	-	.	Name=hsa-mir-548f-4;ID=MI0006377	0.248560511550583	0
chr7	.	miRNA	150935507	150935624	.	+	.	Name=hsa-mir-671;ID=MI0003760	5.22064886230785	2
chr7	.	miRNA	157367028	157367114	.	-	.	Name=hsa-mir-153-2;ID=MI0000464	3.28128802251257	2
chr8	.	miRNA	2024669	2024720	.	+	.	Name=hsa-mir-7160;ID=MI0023621	0.1484770529936	0
chr8	.	miRNA	6602685	6602765	.	+	.	Name=hsa-mir-4659a;ID=MI0017287	3.43372329012501	2
chr8	.	miRNA	6602689	6602761	.	-	.	Name=hsa-mir-4659b;ID=MI0017291	0.600685478764704	0
chr8	.	miRNA	9599182	9599278	.	+	.	Name=hsa-mir-597;ID=MI0003609	2.24166229694676	1
chr8	.	miRNA	9760898	9760982	.	-	.	Name=hsa-mir-124-1;ID=MI0000443	1.06844158385701	1
chr8	.	miRNA	10892716	10892812	.	-	.	Name=hsa-mir-598;ID=MI0003610	0.509464810949201	0
chr8	.	miRNA	14710947	14711019	.	-	.	Name=hsa-mir-383;ID=MI0000791	0.197267217163032	0
chr8	.	miRNA	24811310	24811381	.	-	.	Name=hsa-mir-6841;ID=MI0022687	0.101957037358707	0
chr8	.	miRNA	25202918	25202990	.	+	.	Name=hsa-mir-6876;ID=MI0022723	0.465013048378368	0
chr8	.	miRNA	26906370	26906480	.	-	.	Name=hsa-mir-548h-4;ID=MI0006414	0.505375298960379	0
chr8	.	miRNA	27290887	27290951	.	+	.	Name=hsa-mir-6842;ID=MI0022688	1.60535261736918	1
chr8	.	miRNA	27468118	27468268	.	-	.	Name=hsa-mir-6843;ID=MI0022689	0.1484770529936	0
chr8	.	miRNA	27559190	27559284	.	-	.	Name=hsa-mir-3622b;ID=MI0016014	0.197267217163032	0
chr8	.	miRNA	27559194	27559276	.	+	.	Name=hsa-mir-3622a;ID=MI0016013	0.101957037358707	0
chr8	.	miRNA	41128567	41128662	.	-	.	Name=hsa-mir-548ao;ID=MI0017871	0.509464810949201	0
chr8	.	miRNA	41517959	41518026	.	-	.	Name=hsa-mir-486;ID=MI0002470	3.01690534662858	1
chr8	.	miRNA	41517962	41518025	.	+	.	Name=hsa-mir-486-2;ID=MI0023622	2.96117397330979	1
chr8	.	miRNA	65291706	65291814	.	+	.	Name=hsa-mir-124-2;ID=MI0000444	1.06844158385701	1
chr8	.	miRNA	92217713	92217787	.	+	.	Name=hsa-mir-4661;ID=MI0017289	0.792032374919302	0
chr8	.	miRNA	96085139	96085224	.	-	.	Name=hsa-mir-3150b;ID=MI0016426	0.101957037358707	0
chr8	.	miRNA	96085142	96085221	.	+	.	Name=hsa-mir-3150a;ID=MI0014177	0.509464810949201	0
chr8	.	miRNA	100549014	100549089	.	-	.	Name=hsa-mir-875;ID=MI0005541	0.101957037358707	0
chr8	.	miRNA	104166842	104166917	.	+	.	Name=hsa-mir-3151;ID=MI0014178	0.197267217163032	0
chr8	.	miRNA	105496597	105496693	.	-	.	Name=hsa-mir-548a-3;ID=MI0003612	3.37643618371649	2
chr8	.	miRNA	120337411	120337505	.	+	.	Name=hsa-mir-548az;ID=MI0022212	0.509464810949201	0
chr8	.	miRNA	124360274	124360370	.	-	.	Name=hsa-mir-548d-1;ID=MI0003668	6.09227074886547	2
chr8	.	miRNA	125834227	125834293	.	+	.	Name=hsa-mir-4662a;ID=MI0017290	0.101957037358707	0
chr8	.	miRNA	129061398	129061484	.	+	.	Name=hsa-mir-1207;ID=MI0006340	0.197267217163032	0
chr8	.	miRNA	134058726	134058826	.	-	.	Name=hsa-mir-7848;ID=MI0025518	0.0575052747878735	0
chr8	.	miRNA	135812763	135812850	.	-	.	Name=hsa-mir-30b;ID=MI0000441	7.25488903005572	2
chr8	.	miRNA	135817119	135817188	.	-	.	Name=hsa-mir-30d;ID=MI0000255	8.55049595314472	2
chr8	.	miRNA	141742663	141742752	.	-	.	Name=hsa-mir-151a;ID=MI0000809	10.2431046901393	2
chr8	.	miRNA	144815253	144815323	.	-	.	Name=hsa-mir-4664;ID=MI0017294	3.07000938477107	1
chr8	.	miRNA	144895127	144895212	.	-	.	Name=hsa-mir-937;ID=MI0005759	0.551895314595272	0
chr8	.	miRNA	144919928	144919988	.	-	.	Name=hsa-mir-6845;ID=MI0022691	0.197267217163032	0
chr8	.	miRNA	145112224	145112283	.	-	.	Name=hsa-mir-6846;ID=MI0022692	0.101957037358707	0
chr8	.	miRNA	145134777	145134845	.	+	.	Name=hsa-mir-6847;ID=MI0022693	1.01702016414717	1
chr8	.	miRNA	145317576	145317640	.	-	.	Name=hsa-mir-7112-1;ID=MI0022963	0.101957037358707	0
chr8	.	miRNA	145486629	145486693	.	-	.	Name=hsa-mir-7112-2;ID=MI0026414	0.101957037358707	0
chr8	.	miRNA	145540909	145540978	.	-	.	Name=hsa-mir-6848;ID=MI0022694	0.1484770529936	0
chr8	.	miRNA	145619364	145619445	.	-	.	Name=hsa-mir-939;ID=MI0005761	2.70532807501151	1
chr8	.	miRNA	145625476	145625559	.	-	.	Name=hsa-mir-1234;ID=MI0006324	0.101957037358707	0
chr8	.	miRNA	145625671	145625739	.	-	.	Name=hsa-mir-6849;ID=MI0022695	0.101957037358707	0
chr8	.	miRNA	145660934	145661002	.	-	.	Name=hsa-mir-6893;ID=MI0022740	1.19647143483872	1
chr8	.	miRNA	146017316	146017376	.	-	.	Name=hsa-mir-6850;ID=MI0022696	0.1484770529936	0
chr9	.	miRNA	4850297	4850375	.	+	.	Name=hsa-mir-101-2;ID=MI0000739	11.2185317851326	2
chr9	.	miRNA	6007826	6007904	.	+	.	Name=hsa-mir-4665;ID=MI0017295	0.930008787157538	1
chr9	.	miRNA	18573304	18573377	.	+	.	Name=hsa-mir-3152;ID=MI0014179	0.509464810949201	0
chr9	.	miRNA	20502263	20502340	.	-	.	Name=hsa-mir-4474;ID=MI0016826	3.27975524089382	2
chr9	.	miRNA	20716104	20716187	.	+	.	Name=hsa-mir-491;ID=MI0003126	2.40085478478178	1
chr9	.	miRNA	21512114	21512184	.	-	.	Name=hsa-mir-31;ID=MI0000089	9.89170228243325	2
chr9	.	miRNA	28863624	28863704	.	-	.	Name=hsa-mir-876;ID=MI0005542	6.77193780233097	2
chr9	.	miRNA	28888877	28888953	.	-	.	Name=hsa-mir-873;ID=MI0005564	6.16474341610699	2
chr9	.	miRNA	33467867	33467933	.	-	.	Name=hsa-mir-6851;ID=MI0022697	0.101957037358707	0
chr9	.	miRNA	35608091	35608156	.	+	.	Name=hsa-mir-4667;ID=MI0017297	0.798166653589054	0
chr9	.	miRNA	35710673	35710738	.	-	.	Name=hsa-mir-6852;ID=MI0022698	0.248560511550583	0
chr9	.	miRNA	35732919	35732992	.	+	.	Name=hsa-mir-6853;ID=MI0022699	0.747580612348468	0
chr9	.	miRNA	73424891	73425000	.	-	.	Name=hsa-mir-204;ID=MI0000284	0.101957037358707	0
chr9	.	miRNA	86584663	86584772	.	-	.	Name=hsa-mir-7-1;ID=MI0000263	8.08516886929957	2
chr9	.	miRNA	95290266	95290340	.	-	.	Name=hsa-mir-4670;ID=MI0017301	0.795104217918653	0
chr9	.	miRNA	96357123	96357176	.	+	.	Name=hsa-mir-548au;ID=MI0019145	0.1484770529936	0
chr9	.	miRNA	96938239	96938318	.	+	.	Name=hsa-let-7a-1;ID=MI0000060	11.3246104004876	2
chr9	.	miRNA	96938629	96938715	.	+	.	Name=hsa-let-7f-1;ID=MI0000067	13.9722645775668	2
chr9	.	miRNA	96941116	96941202	.	+	.	Name=hsa-let-7d;ID=MI0000065	8.49988008534537	2
chr9	.	miRNA	97847490	97847586	.	+	.	Name=hsa-mir-23b;ID=MI0000439	10.6792735231042	2
chr9	.	miRNA	97847727	97847823	.	+	.	Name=hsa-mir-27b;ID=MI0000440	12.7800770326405	2
chr9	.	miRNA	97848296	97848376	.	-	.	Name=hsa-mir-3074;ID=MI0014181	6.33120592975067	2
chr9	.	miRNA	97848303	97848370	.	+	.	Name=hsa-mir-24-1;ID=MI0000080	11.7296022351245	2
chr9	.	miRNA	100991431	100991499	.	-	.	Name=hsa-mir-6854;ID=MI0022700	1.3520875757193	1
chr9	.	miRNA	111808509	111808578	.	-	.	Name=hsa-mir-32;ID=MI0000090	8.51850640129815	2
chr9	.	miRNA	112273755	112273825	.	-	.	Name=hsa-mir-3927;ID=MI0016435	0.101957037358707	0
chr9	.	miRNA	114694380	114694449	.	+	.	Name=hsa-mir-4668;ID=MI0017298	0.0575052747878735	0
chr9	.	miRNA	116971714	116971809	.	+	.	Name=hsa-mir-455;ID=MI0003513	8.26919447581573	2
chr9	.	miRNA	127454721	127454830	.	+	.	Name=hsa-mir-181a-2;ID=MI0000269	8.12794704247079	2
chr9	.	miRNA	127455989	127456077	.	+	.	Name=hsa-mir-181b-2;ID=MI0000683	6.70546419887866	2
chr9	.	miRNA	131007000	131007109	.	-	.	Name=hsa-mir-199b;ID=MI0000282	5.14522383827737	2
chr9	.	miRNA	131154897	131154993	.	-	.	Name=hsa-mir-219a-2;ID=MI0000740	0.795104217918653	0
chr9	.	miRNA	131154900	131154987	.	+	.	Name=hsa-mir-219b;ID=MI0017299	3.6978397504613	2
chr9	.	miRNA	132631884	132631950	.	+	.	Name=hsa-mir-6855;ID=MI0022701	0.0149456603690776	0
chr9	.	miRNA	133501684	133501750	.	+	.	Name=hsa-mir-6856;ID=MI0022702	0.0575052747878735	0
chr9	.	miRNA	135927383	135927446	.	+	.	Name=hsa-mir-6877;ID=MI0022724	0.792032374919302	0
chr9	.	miRNA	137741333	137741410	.	-	.	Name=hsa-mir-3689a;ID=MI0016090	0.101957037358707	0
chr9	.	miRNA	137741971	137742118	.	-	.	Name=hsa-mir-3689b;ID=MI0016411	0.101957037358707	0
chr9	.	miRNA	139565054	139565138	.	+	.	Name=hsa-mir-126;ID=MI0000471	10.4723103857184	2
chr9	.	miRNA	139641345	139641422	.	-	.	Name=hsa-mir-6722;ID=MI0022557	0.1484770529936	0
chr9	.	miRNA	140344478	140344538	.	-	.	Name=hsa-mir-7114;ID=MI0022965	1.06354017978206	1
chrX	.	miRNA	8095006	8095102	.	+	.	Name=hsa-mir-651;ID=MI0003666	9.07021487851365	2
chrX	.	miRNA	16645135	16645208	.	-	.	Name=hsa-mir-548am;ID=MI0016904	1.01947386915187	1
chrX	.	miRNA	17444004	17444077	.	+	.	Name=hsa-mir-4768;ID=MI0017409	0.844686669223947	0
chrX	.	miRNA	32659591	32659676	.	-	.	Name=hsa-mir-548f-5;ID=MI0006378	0.248560511550583	0
chrX	.	miRNA	37883148	37883239	.	-	.	Name=hsa-mir-548aj-2;ID=MI0016815	0.101957037358707	0
chrX	.	miRNA	45605585	45605694	.	-	.	Name=hsa-mir-221;ID=MI0000298	6.75188693113196	2
chrX	.	miRNA	45606421	45606530	.	-	.	Name=hsa-mir-222;ID=MI0000299	4.95647669506091	2
chrX	.	miRNA	47446828	47446904	.	+	.	Name=hsa-mir-4769;ID=MI0017410	0.0575052747878735	0
chrX	.	miRNA	49767754	49767844	.	+	.	Name=hsa-mir-532;ID=MI0003205	9.5310924826455	2
chrX	.	miRNA	49768109	49768194	.	+	.	Name=hsa-mir-188;ID=MI0000484	6.42017280654588	2
chrX	.	miRNA	49773039	49773122	.	+	.	Name=hsa-mir-500a;ID=MI0003184	7.00909881795803	2
chrX	.	miRNA	49773572	49773636	.	+	.	Name=hsa-mir-362;ID=MI0000762	7.23926522737829	2
chrX	.	miRNA	49774330	49774413	.	+	.	Name=hsa-mir-501;ID=MI0003185	3.44808736241173	2
chrX	.	miRNA	49775280	49775358	.	+	.	Name=hsa-mir-500b;ID=MI0015903	5.36655467041113	2
chrX	.	miRNA	49777849	49777945	.	+	.	Name=hsa-mir-660;ID=MI0003684	8.68714239296197	2
chrX	.	miRNA	49779206	49779291	.	+	.	Name=hsa-mir-502;ID=MI0003186	6.88524075127172	2
chrX	.	miRNA	53224593	53224670	.	-	.	Name=hsa-mir-6895;ID=MI0022742	0.505375298960379	0
chrX	.	miRNA	53228071	53228127	.	-	.	Name=hsa-mir-6894;ID=MI0022741	0.101957037358707	0
chrX	.	miRNA	53432605	53432697	.	-	.	Name=hsa-mir-6857;ID=MI0022703	3.21096374114693	2
chrX	.	miRNA	53583184	53583302	.	-	.	Name=hsa-mir-98;ID=MI0000100	12.5899421778571	2
chrX	.	miRNA	53584153	53584235	.	-	.	Name=hsa-let-7f-2;ID=MI0000068	13.9721045833134	2
chrX	.	miRNA	55477928	55478015	.	-	.	Name=hsa-mir-4536-1;ID=MI0016906	0.1484770529936	0
chrX	.	miRNA	55477928	55478015	.	+	.	Name=hsa-mir-4536-2;ID=MI0019149	0.1484770529936	0
chrX	.	miRNA	63005882	63005967	.	-	.	Name=hsa-mir-1468;ID=MI0003782	1.19852247952032	1
chrX	.	miRNA	65238712	65238821	.	+	.	Name=hsa-mir-223;ID=MI0000300	1.01456042366189	1
chrX	.	miRNA	69242707	69242773	.	+	.	Name=hsa-mir-676;ID=MI0016436	0.1484770529936	0
chrX	.	miRNA	73438382	73438453	.	-	.	Name=hsa-mir-374b;ID=MI0005566	10.2923614477806	2
chrX	.	miRNA	73438384	73438453	.	+	.	Name=hsa-mir-374c;ID=MI0016684	6.25132921107628	2
chrX	.	miRNA	73506939	73507044	.	-	.	Name=hsa-mir-545;ID=MI0003516	8.89802205089732	2
chrX	.	miRNA	73507121	73507192	.	-	.	Name=hsa-mir-374a;ID=MI0000782	10.624369894684	2
chrX	.	miRNA	85158641	85158712	.	-	.	Name=hsa-mir-361;ID=MI0000760	7.35520603009242	2
chrX	.	miRNA	109298557	109298654	.	+	.	Name=hsa-mir-652;ID=MI0003667	8.5035767181558	2
chrX	.	miRNA	113949650	113949761	.	+	.	Name=hsa-mir-1298;ID=MI0003938	0.101957037358707	0
chrX	.	miRNA	113997744	113997823	.	+	.	Name=hsa-mir-1911;ID=MI0008332	0.101957037358707	0
chrX	.	miRNA	117520357	117520434	.	+	.	Name=hsa-mir-1277;ID=MI0006419	7.94339544669091	2
chrX	.	miRNA	118780701	118780811	.	-	.	Name=hsa-mir-766;ID=MI0003836	1.88961861539867	1
chrX	.	miRNA	133303408	133303482	.	-	.	Name=hsa-mir-363;ID=MI0000764	0.101957037358707	0
chrX	.	miRNA	133303568	133303642	.	-	.	Name=hsa-mir-92a-2;ID=MI0000094	10.3793969076811	2
chrX	.	miRNA	133303701	133303796	.	-	.	Name=hsa-mir-19b-2;ID=MI0000075	8.76862662807568	2
chrX	.	miRNA	133303839	133303907	.	-	.	Name=hsa-mir-20b;ID=MI0001519	5.01753944887711	2
chrX	.	miRNA	133304071	133304141	.	-	.	Name=hsa-mir-18b;ID=MI0001518	10.8342558643465	2
chrX	.	miRNA	133304228	133304308	.	-	.	Name=hsa-mir-106a;ID=MI0000113	8.16363527806918	2
chrX	.	miRNA	133674215	133674292	.	-	.	Name=hsa-mir-450b;ID=MI0005531	6.60231583045014	2
chrX	.	miRNA	133674371	133674461	.	-	.	Name=hsa-mir-450a-1;ID=MI0001652	9.81735237317099	2
chrX	.	miRNA	133674538	133674637	.	-	.	Name=hsa-mir-450a-2;ID=MI0003187	9.81117420715492	2
chrX	.	miRNA	133675371	133675467	.	-	.	Name=hsa-mir-542;ID=MI0003686	8.17081719788714	2
chrX	.	miRNA	133680358	133680428	.	-	.	Name=hsa-mir-503;ID=MI0003188	8.66015115023515	2
chrX	.	miRNA	133680644	133680741	.	-	.	Name=hsa-mir-424;ID=MI0001446	11.5342789258941	2
chrX	.	miRNA	137749872	137749954	.	-	.	Name=hsa-mir-504;ID=MI0003189	0.101957037358707	0
chrX	.	miRNA	139006307	139006390	.	-	.	Name=hsa-mir-505;ID=MI0003190	5.74933183744559	2
chrX	.	miRNA	145074268	145074344	.	-	.	Name=hsa-mir-892c;ID=MI0022560	3.82506037730743	2
chrX	.	miRNA	145076302	145076378	.	-	.	Name=hsa-mir-888;ID=MI0005537	1.01702016414717	1
chrX	.	miRNA	145109312	145109390	.	-	.	Name=hsa-mir-891a;ID=MI0005524	1.20056932602682	1
chrX	.	miRNA	146271222	146271305	.	-	.	Name=hsa-mir-513c;ID=MI0006649	0.101957037358707	0
chrX	.	miRNA	146280562	146280645	.	-	.	Name=hsa-mir-513b;ID=MI0006648	0.101957037358707	0
chrX	.	miRNA	146294981	146295109	.	-	.	Name=hsa-mir-513a-1;ID=MI0003191	0.197267217163032	0
chrX	.	miRNA	146307344	146307470	.	-	.	Name=hsa-mir-513a-2;ID=MI0003192	0.197267217163032	0
chrX	.	miRNA	146312238	146312361	.	-	.	Name=hsa-mir-506;ID=MI0003193	0.101957037358707	0
chrX	.	miRNA	146318431	146318545	.	-	.	Name=hsa-mir-508;ID=MI0003195	0.460923536389545	0
chrX	.	miRNA	146331669	146331748	.	-	.	Name=hsa-mir-514b;ID=MI0014251	0.101957037358707	0
chrX	.	miRNA	146340278	146340368	.	-	.	Name=hsa-mir-509-2;ID=MI0005530	0.505375298960379	0
chrX	.	miRNA	146341170	146341244	.	-	.	Name=hsa-mir-509-3;ID=MI0005717	0.101957037358707	0
chrX	.	miRNA	146342050	146342143	.	-	.	Name=hsa-mir-509-1;ID=MI0003196	0.505375298960379	0
chrX	.	miRNA	146353853	146353926	.	-	.	Name=hsa-mir-510;ID=MI0003197	0.101957037358707	0
chrX	.	miRNA	146360765	146360862	.	-	.	Name=hsa-mir-514a-1;ID=MI0003198	0.505375298960379	0
chrX	.	miRNA	146363461	146363548	.	-	.	Name=hsa-mir-514a-2;ID=MI0003199	0.505375298960379	0
chrX	.	miRNA	146366159	146366246	.	-	.	Name=hsa-mir-514a-3;ID=MI0003200	0.505375298960379	0
chrX	.	miRNA	149396239	149396318	.	+	.	Name=hsa-mir-2114;ID=MI0010633	1.35734552449049	1
chrX	.	miRNA	151127050	151127130	.	-	.	Name=hsa-mir-224;ID=MI0000301	10.7096901130686	2
chrX	.	miRNA	151128100	151128184	.	-	.	Name=hsa-mir-452;ID=MI0001733	9.51320035055799	2
chrX	.	miRNA	151560691	151560771	.	-	.	Name=hsa-mir-105-1;ID=MI0000111	4.31947815723395	2
chrX	.	miRNA	151561893	151562001	.	-	.	Name=hsa-mir-767;ID=MI0003763	1.55816892946353	1
chrX	.	miRNA	151562884	151562964	.	-	.	Name=hsa-mir-105-2;ID=MI0000112	4.31947815723395	2
chrX	.	miRNA	153678668	153678734	.	+	.	Name=hsa-mir-6858;ID=MI0022704	0.101957037358707	0
chrX	.	miRNA	153996871	153996931	.	+	.	Name=hsa-mir-664b;ID=MI0019134	3.29870641383199	2
chr10	.	miRNA	91352504	91352584	.	-	.	Name=hsa-mir-107;ID=MI0000114	9.00624575098752	2
chr3	.	miRNA	120114515	120114576	.	-	.	Name=hsa-mir-198;ID=MI0000240	0.101957037358707	0
chr9	.	miRNA	123007257	123007328	.	-	.	Name=hsa-mir-147a;ID=MI0000262	0.197267217163032	0
chr14	.	miRNA	104583742	104583851	.	+	.	Name=hsa-mir-203a;ID=MI0000283	8.96125066152473	2
