chr	source	feature	start	end	score	strand	frame	group	log_RPM	expression
chr5	.	miRNA	150901648	150901709	.	-	.	Name=hsa-mir-6499;ID=MI0022209	-5.17496571531869	0
chr5	.	miRNA	159912359	159912457	.	+	.	Name=hsa-mir-146a;ID=MI0000477	0.0288941803693175	2
chr5	.	miRNA	167987901	167987978	.	-	.	Name=hsa-mir-103a-1;ID=MI0000109	7.33272710667087	2
chr5	.	miRNA	168195151	168195260	.	-	.	Name=hsa-mir-218-2;ID=MI0000295	5.5180509598091	2
chr5	.	miRNA	168690605	168690698	.	-	.	Name=hsa-mir-585;ID=MI0003592	-2.95879901438498	1
chr5	.	miRNA	170813660	170813764	.	-	.	Name=hsa-mir-3912;ID=MI0016416	0.114799837387785	2
chr5	.	miRNA	172089168	172089266	.	+	.	Name=hsa-mir-5003;ID=MI0017869	-2.77707044252032	1
chr5	.	miRNA	175794949	175795034	.	+	.	Name=hsa-mir-1271;ID=MI0003814	-0.780075931423587	2
chr5	.	miRNA	179225278	179225346	.	-	.	Name=hsa-mir-1229;ID=MI0006319	-2.748616056134	1
chr5	.	miRNA	179442303	179442397	.	-	.	Name=hsa-mir-340;ID=MI0000802	4.48313868274008	2
chr5	.	miRNA	180649566	180649633	.	-	.	Name=hsa-mir-4638;ID=MI0017265	-5.17496571531869	0
chr6	.	miRNA	1390549	1390646	.	-	.	Name=hsa-mir-6720;ID=MI0022555	1.54831761587482	2
chr6	.	miRNA	2854265	2854341	.	-	.	Name=hsa-mir-4645;ID=MI0017272	-5.17496571531869	0
chr6	.	miRNA	5148467	5148556	.	-	.	Name=hsa-mir-3691;ID=MI0016092	-1.96515211334907	1
chr6	.	miRNA	6169537	6169668	.	-	.	Name=hsa-mir-7853;ID=MI0025523	-5.17496571531869	0
chr6	.	miRNA	16141787	16141855	.	+	.	Name=hsa-mir-4639;ID=MI0017266	-5.17496571531869	0
chr6	.	miRNA	18572015	18572111	.	+	.	Name=hsa-mir-548a-1;ID=MI0003593	-1.434261169253	1
chr6	.	miRNA	30552109	30552194	.	+	.	Name=hsa-mir-877;ID=MI0005561	-3.03298234126454	1
chr6	.	miRNA	30858660	30858749	.	+	.	Name=hsa-mir-4640;ID=MI0017267	-5.17496571531869	0
chr6	.	miRNA	31323001	31323093	.	-	.	Name=hsa-mir-6891;ID=MI0022738	-5.17496571531869	0
chr6	.	miRNA	31601564	31601635	.	+	.	Name=hsa-mir-6832;ID=MI0022677	-3.85538716677463	0
chr6	.	miRNA	31668806	31668868	.	-	.	Name=hsa-mir-4646;ID=MI0017273	-5.17496571531869	0
chr6	.	miRNA	31924616	31924717	.	-	.	Name=hsa-mir-1236;ID=MI0006326	-5.17496571531869	0
chr6	.	miRNA	32137807	32137893	.	-	.	Name=hsa-mir-6721;ID=MI0022556	-3.44702005560892	0
chr6	.	miRNA	32147593	32147653	.	+	.	Name=hsa-mir-6833;ID=MI0022678	-3.60610358726433	0
chr6	.	miRNA	33175612	33175721	.	+	.	Name=hsa-mir-219a-1;ID=MI0000296	-0.88984448796648	2
chr6	.	miRNA	33255004	33255066	.	-	.	Name=hsa-mir-6873;ID=MI0022720	-5.17496571531869	0
chr6	.	miRNA	33258022	33258102	.	+	.	Name=hsa-mir-6834;ID=MI0022679	-5.17496571531869	0
chr6	.	miRNA	33406108	33406214	.	+	.	Name=hsa-mir-5004;ID=MI0017870	-5.17496571531869	0
chr6	.	miRNA	33665905	33666011	.	+	.	Name=hsa-mir-3934;ID=MI0016590	-2.00323599308194	1
chr6	.	miRNA	33866912	33866977	.	+	.	Name=hsa-mir-7159;ID=MI0023620	-5.17496571531869	0
chr6	.	miRNA	34208450	34208513	.	+	.	Name=hsa-mir-6835;ID=MI0022680	-5.17496571531869	0
chr6	.	miRNA	35438285	35438356	.	+	.	Name=hsa-mir-7111;ID=MI0022962	-5.17496571531869	0
chr6	.	miRNA	36590213	36590289	.	-	.	Name=hsa-mir-3925;ID=MI0016433	-5.17496571531869	0
chr6	.	miRNA	43402280	43402358	.	+	.	Name=hsa-mir-6780b;ID=MI0022681	-5.17496571531869	0
chr6	.	miRNA	72086663	72086734	.	-	.	Name=hsa-mir-30c-2;ID=MI0000254	3.18644012389965	2
chr6	.	miRNA	72113254	72113324	.	-	.	Name=hsa-mir-30a;ID=MI0000088	7.09535496280929	2
chr6	.	miRNA	119390212	119390308	.	-	.	Name=hsa-mir-548b;ID=MI0003596	-2.64155035862688	1
chr6	.	miRNA	120336325	120336403	.	+	.	Name=hsa-mir-3144;ID=MI0014169	-5.17496571531869	0
chr6	.	miRNA	132113312	132113371	.	+	.	Name=hsa-mir-548h-5;ID=MI0016751	-0.0982903614077284	2
chr6	.	miRNA	132436332	132436403	.	-	.	Name=hsa-mir-548aj-1;ID=MI0016814	-5.17496571531869	0
chr6	.	miRNA	135560298	135560394	.	+	.	Name=hsa-mir-548a-2;ID=MI0003598	-1.434261169253	1
chr6	.	miRNA	138756350	138756431	.	-	.	Name=hsa-mir-3145;ID=MI0014170	-1.94946412130083	1
chr6	.	miRNA	157950164	157950232	.	+	.	Name=hsa-mir-3692;ID=MI0016093	-4.20833250840572	0
chr6	.	miRNA	159030739	159030822	.	+	.	Name=hsa-mir-7161;ID=MI0023619	-5.17496571531869	0
chr7	.	miRNA	1062569	1062662	.	-	.	Name=hsa-mir-339;ID=MI0000815	4.2744432231426	2
chr7	.	miRNA	1883816	1883889	.	-	.	Name=hsa-mir-4655;ID=MI0017283	-5.17496571531869	0
chr7	.	miRNA	2297150	2297212	.	-	.	Name=hsa-mir-6836;ID=MI0022682	-5.17496571531869	0
chr7	.	miRNA	5535450	5535548	.	-	.	Name=hsa-mir-589;ID=MI0003599	2.02771608776586	2
chr7	.	miRNA	5751471	5751541	.	-	.	Name=hsa-mir-6874;ID=MI0022721	-5.17496571531869	0
chr7	.	miRNA	25989539	25989606	.	-	.	Name=hsa-mir-148a;ID=MI0000253	2.23778789233727	2
chr7	.	miRNA	27209099	27209182	.	-	.	Name=hsa-mir-196b;ID=MI0001150	-0.0404600096443696	2
chr7	.	miRNA	29720350	29720444	.	-	.	Name=hsa-mir-550a-3;ID=MI0003762	-3.85538716677463	0
chr7	.	miRNA	30329410	30329506	.	+	.	Name=hsa-mir-550a-1;ID=MI0003600	-1.27963924502357	1
chr7	.	miRNA	30329410	30329506	.	-	.	Name=hsa-mir-550b-1;ID=MI0016686	-5.17496571531869	0
chr7	.	miRNA	32772593	32772689	.	+	.	Name=hsa-mir-550a-2;ID=MI0003601	-1.27963924502357	1
chr7	.	miRNA	32772593	32772689	.	-	.	Name=hsa-mir-550b-2;ID=MI0016687	-5.17496571531869	0
chr7	.	miRNA	44091365	44091428	.	+	.	Name=hsa-mir-6837;ID=MI0022683	-5.17496571531869	0
chr7	.	miRNA	44112977	44113032	.	-	.	Name=hsa-mir-6838;ID=MI0022684	-2.79778646503472	1
chr7	.	miRNA	44150448	44150511	.	+	.	Name=hsa-mir-4649;ID=MI0017276	-5.17496571531869	0
chr7	.	miRNA	64139442	64139554	.	+	.	Name=hsa-mir-6839;ID=MI0022685	-1.46851110807443	1
chr7	.	miRNA	66579309	66579384	.	-	.	Name=hsa-mir-4650-1;ID=MI0017277	-5.17496571531869	0
chr7	.	miRNA	72162874	72162949	.	+	.	Name=hsa-mir-4650-2;ID=MI0017278	-5.17496571531869	0
chr7	.	miRNA	73605528	73605624	.	+	.	Name=hsa-mir-590;ID=MI0003602	3.77407578938394	2
chr7	.	miRNA	91833329	91833412	.	-	.	Name=hsa-mir-1285-1;ID=MI0006346	-0.828581568692377	2
chr7	.	miRNA	93112072	93112167	.	-	.	Name=hsa-mir-653;ID=MI0003674	-2.86116712337458	1
chr7	.	miRNA	93113248	93113331	.	-	.	Name=hsa-mir-489;ID=MI0003124	-5.17496571531869	0
chr7	.	miRNA	93346240	93346317	.	+	.	Name=hsa-mir-4652;ID=MI0017280	-5.17496571531869	0
chr7	.	miRNA	99691183	99691266	.	-	.	Name=hsa-mir-25;ID=MI0000082	7.78070769238736	2
chr7	.	miRNA	99691391	99691470	.	-	.	Name=hsa-mir-93;ID=MI0000095	7.10919782191023	2
chr7	.	miRNA	99691616	99691697	.	-	.	Name=hsa-mir-106b;ID=MI0000734	8.12492776186813	2
chr7	.	miRNA	99954274	99954344	.	+	.	Name=hsa-mir-6840;ID=MI0022686	-3.98563862802063	0
chr7	.	miRNA	100465658	100465729	.	+	.	Name=hsa-mir-6875;ID=MI0022722	-5.17496571531869	0
chr7	.	miRNA	100802754	100802836	.	+	.	Name=hsa-mir-4653;ID=MI0017281	-3.52653441444704	0
chr7	.	miRNA	102046189	102046302	.	-	.	Name=hsa-mir-548o;ID=MI0006402	-2.34367326457842	1
chr7	.	miRNA	127721913	127722012	.	+	.	Name=hsa-mir-593;ID=MI0003605	-5.17496571531869	0
chr7	.	miRNA	127847925	127847996	.	+	.	Name=hsa-mir-129-1;ID=MI0000252	-1.80470696921324	1
chr7	.	miRNA	129410223	129410332	.	-	.	Name=hsa-mir-182;ID=MI0000272	1.53110935266209	2
chr7	.	miRNA	129414532	129414609	.	-	.	Name=hsa-mir-96;ID=MI0000098	-3.30567621893175	0
chr7	.	miRNA	129414745	129414854	.	-	.	Name=hsa-mir-183;ID=MI0000273	0.0132491595446134	2
chr7	.	miRNA	130135952	130136045	.	+	.	Name=hsa-mir-335;ID=MI0000816	3.33812646316939	2
chr7	.	miRNA	130561506	130561569	.	-	.	Name=hsa-mir-29a;ID=MI0000087	8.24322967141215	2
chr7	.	miRNA	130562218	130562298	.	-	.	Name=hsa-mir-29b-1;ID=MI0000105	7.11016718758303	2
chr7	.	miRNA	134891746	134891830	.	-	.	Name=hsa-mir-6509;ID=MI0022221	-3.10633894135689	1
chr7	.	miRNA	136587914	136588041	.	+	.	Name=hsa-mir-490;ID=MI0003125	6.87438672192346	2
chr7	.	miRNA	143079779	143079893	.	+	.	Name=hsa-mir-6892;ID=MI0022739	-4.79860402865823	0
chr7	.	miRNA	147075109	147075213	.	-	.	Name=hsa-mir-548f-4;ID=MI0006377	-5.17496571531869	0
chr7	.	miRNA	150935507	150935624	.	+	.	Name=hsa-mir-671;ID=MI0003760	3.37260404720771	2
chr7	.	miRNA	157367028	157367114	.	-	.	Name=hsa-mir-153-2;ID=MI0000464	-0.315589552812469	2
chr8	.	miRNA	2024669	2024720	.	+	.	Name=hsa-mir-7160;ID=MI0023621	-4.74122029603076	0
chr8	.	miRNA	6602685	6602765	.	+	.	Name=hsa-mir-4659a;ID=MI0017287	-1.04931568554161	2
chr8	.	miRNA	6602689	6602761	.	-	.	Name=hsa-mir-4659b;ID=MI0017291	-2.90403478108215	1
chr8	.	miRNA	9599182	9599278	.	+	.	Name=hsa-mir-597;ID=MI0003609	-1.19970380041527	1
chr8	.	miRNA	9760898	9760982	.	-	.	Name=hsa-mir-124-1;ID=MI0000443	-3.45761732935046	0
chr8	.	miRNA	10892716	10892812	.	-	.	Name=hsa-mir-598;ID=MI0003610	3.97609100641004	2
chr8	.	miRNA	14710947	14711019	.	-	.	Name=hsa-mir-383;ID=MI0000791	0.0430296519866463	2
chr8	.	miRNA	24811310	24811381	.	-	.	Name=hsa-mir-6841;ID=MI0022687	-5.17496571531869	0
chr8	.	miRNA	25202918	25202990	.	+	.	Name=hsa-mir-6876;ID=MI0022723	-5.17496571531869	0
chr8	.	miRNA	26906370	26906480	.	-	.	Name=hsa-mir-548h-4;ID=MI0006414	-0.0982903614077284	2
chr8	.	miRNA	27290887	27290951	.	+	.	Name=hsa-mir-6842;ID=MI0022688	-3.54322515443922	0
chr8	.	miRNA	27468118	27468268	.	-	.	Name=hsa-mir-6843;ID=MI0022689	-5.17496571531869	0
chr8	.	miRNA	27559190	27559284	.	-	.	Name=hsa-mir-3622b;ID=MI0016014	-5.17496571531869	0
chr8	.	miRNA	27559194	27559276	.	+	.	Name=hsa-mir-3622a;ID=MI0016013	-3.56552780288459	0
chr8	.	miRNA	41128567	41128662	.	-	.	Name=hsa-mir-548ao;ID=MI0017871	-1.30624017899182	1
chr8	.	miRNA	41517959	41518026	.	-	.	Name=hsa-mir-486;ID=MI0002470	-0.809130329741645	2
chr8	.	miRNA	41517962	41518025	.	+	.	Name=hsa-mir-486-2;ID=MI0023622	-0.809130329741645	2
chr8	.	miRNA	65291706	65291814	.	+	.	Name=hsa-mir-124-2;ID=MI0000444	-3.45761732935046	0
chr8	.	miRNA	92217713	92217787	.	+	.	Name=hsa-mir-4661;ID=MI0017289	-4.43969243723542	0
chr8	.	miRNA	96085139	96085224	.	-	.	Name=hsa-mir-3150b;ID=MI0016426	-5.17496571531869	0
chr8	.	miRNA	96085142	96085221	.	+	.	Name=hsa-mir-3150a;ID=MI0014177	-3.08152683765734	1
chr8	.	miRNA	100549014	100549089	.	-	.	Name=hsa-mir-875;ID=MI0005541	-5.17496571531869	0
chr8	.	miRNA	104166842	104166917	.	+	.	Name=hsa-mir-3151;ID=MI0014178	-4.74122029603076	0
chr8	.	miRNA	105496597	105496693	.	-	.	Name=hsa-mir-548a-3;ID=MI0003612	-1.01325711603465	2
chr8	.	miRNA	120337411	120337505	.	+	.	Name=hsa-mir-548az;ID=MI0022212	-5.17496571531869	0
chr8	.	miRNA	124360274	124360370	.	-	.	Name=hsa-mir-548d-1;ID=MI0003668	-2.18384213337645	1
chr8	.	miRNA	125834227	125834293	.	+	.	Name=hsa-mir-4662a;ID=MI0017290	-3.23756854403811	0
chr8	.	miRNA	129061398	129061484	.	+	.	Name=hsa-mir-1207;ID=MI0006340	-5.17496571531869	0
chr8	.	miRNA	134058726	134058826	.	-	.	Name=hsa-mir-7848;ID=MI0025518	-5.17496571531869	0
chr8	.	miRNA	135812763	135812850	.	-	.	Name=hsa-mir-30b;ID=MI0000441	2.83721934421116	2
chr8	.	miRNA	135817119	135817188	.	-	.	Name=hsa-mir-30d;ID=MI0000255	4.03640141992263	2
chr8	.	miRNA	141742663	141742752	.	-	.	Name=hsa-mir-151a;ID=MI0000809	7.01015871988784	2
chr8	.	miRNA	144815253	144815323	.	-	.	Name=hsa-mir-4664;ID=MI0017294	-5.17496571531869	0
chr8	.	miRNA	144895127	144895212	.	-	.	Name=hsa-mir-937;ID=MI0005759	-2.8585289876086	1
chr8	.	miRNA	144919928	144919988	.	-	.	Name=hsa-mir-6845;ID=MI0022691	-5.17496571531869	0
chr8	.	miRNA	145112224	145112283	.	-	.	Name=hsa-mir-6846;ID=MI0022692	-5.17496571531869	0
chr8	.	miRNA	145134777	145134845	.	+	.	Name=hsa-mir-6847;ID=MI0022693	-5.17496571531869	0
chr8	.	miRNA	145317576	145317640	.	-	.	Name=hsa-mir-7112-1;ID=MI0022963	-5.17496571531869	0
chr8	.	miRNA	145486629	145486693	.	-	.	Name=hsa-mir-7112-2;ID=MI0026414	-5.17496571531869	0
chr8	.	miRNA	145540909	145540978	.	-	.	Name=hsa-mir-6848;ID=MI0022694	-5.17496571531869	0
chr8	.	miRNA	145619364	145619445	.	-	.	Name=hsa-mir-939;ID=MI0005761	-1.11508534307315	2
chr8	.	miRNA	145625476	145625559	.	-	.	Name=hsa-mir-1234;ID=MI0006324	-5.17496571531869	0
chr8	.	miRNA	145625671	145625739	.	-	.	Name=hsa-mir-6849;ID=MI0022695	-2.96171579886812	1
chr8	.	miRNA	145660934	145661002	.	-	.	Name=hsa-mir-6893;ID=MI0022740	-5.17496571531869	0
chr8	.	miRNA	146017316	146017376	.	-	.	Name=hsa-mir-6850;ID=MI0022696	-4.43969243723542	0
chr9	.	miRNA	4850297	4850375	.	+	.	Name=hsa-mir-101-2;ID=MI0000739	5.20209639346747	2
chr9	.	miRNA	6007826	6007904	.	+	.	Name=hsa-mir-4665;ID=MI0017295	-3.86255205330157	0
chr9	.	miRNA	18573304	18573377	.	+	.	Name=hsa-mir-3152;ID=MI0014179	-0.674265972153672	2
chr9	.	miRNA	20502263	20502340	.	-	.	Name=hsa-mir-4474;ID=MI0016826	-2.36542062597746	1
chr9	.	miRNA	20716104	20716187	.	+	.	Name=hsa-mir-491;ID=MI0003126	1.89476569211044	2
chr9	.	miRNA	21512114	21512184	.	-	.	Name=hsa-mir-31;ID=MI0000089	5.76412980522488	2
chr9	.	miRNA	28863624	28863704	.	-	.	Name=hsa-mir-876;ID=MI0005542	-5.17496571531869	0
chr9	.	miRNA	28888877	28888953	.	-	.	Name=hsa-mir-873;ID=MI0005564	-5.17496571531869	0
chr9	.	miRNA	33467867	33467933	.	-	.	Name=hsa-mir-6851;ID=MI0022697	-5.17496571531869	0
chr9	.	miRNA	35608091	35608156	.	+	.	Name=hsa-mir-4667;ID=MI0017297	-4.43969243723542	0
chr9	.	miRNA	35710673	35710738	.	-	.	Name=hsa-mir-6852;ID=MI0022698	-1.48475144886257	1
chr9	.	miRNA	35732919	35732992	.	+	.	Name=hsa-mir-6853;ID=MI0022699	-1.85609694717687	1
chr9	.	miRNA	73424891	73425000	.	-	.	Name=hsa-mir-204;ID=MI0000284	-5.17496571531869	0
chr9	.	miRNA	86584663	86584772	.	-	.	Name=hsa-mir-7-1;ID=MI0000263	5.32233558426893	2
chr9	.	miRNA	95290266	95290340	.	-	.	Name=hsa-mir-4670;ID=MI0017301	-5.17496571531869	0
chr9	.	miRNA	96357123	96357176	.	+	.	Name=hsa-mir-548au;ID=MI0019145	-5.17496571531869	0
chr9	.	miRNA	96938239	96938318	.	+	.	Name=hsa-let-7a-1;ID=MI0000060	8.40431884825951	2
chr9	.	miRNA	96938629	96938715	.	+	.	Name=hsa-let-7f-1;ID=MI0000067	7.59113478848979	2
chr9	.	miRNA	96941116	96941202	.	+	.	Name=hsa-let-7d;ID=MI0000065	4.53542854133219	2
chr9	.	miRNA	97847490	97847586	.	+	.	Name=hsa-mir-23b;ID=MI0000439	6.11389028867586	2
chr9	.	miRNA	97847727	97847823	.	+	.	Name=hsa-mir-27b;ID=MI0000440	8.06639590128675	2
chr9	.	miRNA	97848296	97848376	.	-	.	Name=hsa-mir-3074;ID=MI0014181	-0.498233849725375	2
chr9	.	miRNA	97848303	97848370	.	+	.	Name=hsa-mir-24-1;ID=MI0000080	8.68566387390752	2
chr9	.	miRNA	100991431	100991499	.	-	.	Name=hsa-mir-6854;ID=MI0022700	-1.89318389329929	1
chr9	.	miRNA	111808509	111808578	.	-	.	Name=hsa-mir-32;ID=MI0000090	2.6950272069423	2
chr9	.	miRNA	112273755	112273825	.	-	.	Name=hsa-mir-3927;ID=MI0016435	-5.17496571531869	0
chr9	.	miRNA	114694380	114694449	.	+	.	Name=hsa-mir-4668;ID=MI0017298	-3.85538716677463	0
chr9	.	miRNA	116971714	116971809	.	+	.	Name=hsa-mir-455;ID=MI0003513	5.47099932784434	2
chr9	.	miRNA	127454721	127454830	.	+	.	Name=hsa-mir-181a-2;ID=MI0000269	7.11295514537763	2
chr9	.	miRNA	127455989	127456077	.	+	.	Name=hsa-mir-181b-2;ID=MI0000683	6.39927627635289	2
chr9	.	miRNA	131007000	131007109	.	-	.	Name=hsa-mir-199b;ID=MI0000282	9.44470969208297	2
chr9	.	miRNA	131154897	131154993	.	-	.	Name=hsa-mir-219a-2;ID=MI0000740	-3.68049565342272	0
chr9	.	miRNA	131154900	131154987	.	+	.	Name=hsa-mir-219b;ID=MI0017299	-1.5151389814987	1
chr9	.	miRNA	132631884	132631950	.	+	.	Name=hsa-mir-6855;ID=MI0022701	-5.17496571531869	0
chr9	.	miRNA	133501684	133501750	.	+	.	Name=hsa-mir-6856;ID=MI0022702	-5.17496571531869	0
chr9	.	miRNA	135927383	135927446	.	+	.	Name=hsa-mir-6877;ID=MI0022724	-1.7940514492525	1
chr9	.	miRNA	137741333	137741410	.	-	.	Name=hsa-mir-3689a;ID=MI0016090	-5.17496571531869	0
chr9	.	miRNA	137741971	137742118	.	-	.	Name=hsa-mir-3689b;ID=MI0016411	-5.17496571531869	0
chr9	.	miRNA	139565054	139565138	.	+	.	Name=hsa-mir-126;ID=MI0000471	3.38076761364472	2
chr9	.	miRNA	139641345	139641422	.	-	.	Name=hsa-mir-6722;ID=MI0022557	-5.17496571531869	0
chr9	.	miRNA	140344478	140344538	.	-	.	Name=hsa-mir-7114;ID=MI0022965	-2.90740776734217	1
chrX	.	miRNA	8095006	8095102	.	+	.	Name=hsa-mir-651;ID=MI0003666	2.21559346209875	2
chrX	.	miRNA	16645135	16645208	.	-	.	Name=hsa-mir-548am;ID=MI0016904	-5.17496571531869	0
chrX	.	miRNA	17444004	17444077	.	+	.	Name=hsa-mir-4768;ID=MI0017409	-5.17496571531869	0
chrX	.	miRNA	32659591	32659676	.	-	.	Name=hsa-mir-548f-5;ID=MI0006378	-5.17496571531869	0
chrX	.	miRNA	37883148	37883239	.	-	.	Name=hsa-mir-548aj-2;ID=MI0016815	-5.17496571531869	0
chrX	.	miRNA	45605585	45605694	.	-	.	Name=hsa-mir-221;ID=MI0000298	6.55521175080563	2
chrX	.	miRNA	45606421	45606530	.	-	.	Name=hsa-mir-222;ID=MI0000299	6.38084683524366	2
chrX	.	miRNA	47446828	47446904	.	+	.	Name=hsa-mir-4769;ID=MI0017410	-5.17496571531869	0
chrX	.	miRNA	49767754	49767844	.	+	.	Name=hsa-mir-532;ID=MI0003205	4.71477260231809	2
chrX	.	miRNA	49768109	49768194	.	+	.	Name=hsa-mir-188;ID=MI0000484	2.35665659685427	2
chrX	.	miRNA	49773039	49773122	.	+	.	Name=hsa-mir-500a;ID=MI0003184	3.22000502913826	2
chrX	.	miRNA	49773572	49773636	.	+	.	Name=hsa-mir-362;ID=MI0000762	3.7055113472727	2
chrX	.	miRNA	49774330	49774413	.	+	.	Name=hsa-mir-501;ID=MI0003185	1.30075945982699	2
chrX	.	miRNA	49775280	49775358	.	+	.	Name=hsa-mir-500b;ID=MI0015903	2.14457728025887	2
chrX	.	miRNA	49777849	49777945	.	+	.	Name=hsa-mir-660;ID=MI0003684	5.24865860007515	2
chrX	.	miRNA	49779206	49779291	.	+	.	Name=hsa-mir-502;ID=MI0003186	3.23906082899818	2
chrX	.	miRNA	53224593	53224670	.	-	.	Name=hsa-mir-6895;ID=MI0022742	-5.17496571531869	0
chrX	.	miRNA	53228071	53228127	.	-	.	Name=hsa-mir-6894;ID=MI0022741	-3.72612952182449	0
chrX	.	miRNA	53432605	53432697	.	-	.	Name=hsa-mir-6857;ID=MI0022703	-4.52579758405	0
chrX	.	miRNA	53583184	53583302	.	-	.	Name=hsa-mir-98;ID=MI0000100	4.47415888082677	2
chrX	.	miRNA	53584153	53584235	.	-	.	Name=hsa-let-7f-2;ID=MI0000068	7.58964837080583	2
chrX	.	miRNA	55477928	55478015	.	+	.	Name=hsa-mir-4536-2;ID=MI0019149	-1.90371727672786	1
chrX	.	miRNA	55477928	55478015	.	-	.	Name=hsa-mir-4536-1;ID=MI0016906	-1.90371727672786	1
chrX	.	miRNA	63005882	63005967	.	-	.	Name=hsa-mir-1468;ID=MI0003782	-1.71108584372014	1
chrX	.	miRNA	65238712	65238821	.	+	.	Name=hsa-mir-223;ID=MI0000300	-0.769512895238607	2
chrX	.	miRNA	69242707	69242773	.	+	.	Name=hsa-mir-676;ID=MI0016436	-3.07423931526594	1
chrX	.	miRNA	73438382	73438453	.	-	.	Name=hsa-mir-374b;ID=MI0005566	4.27448061388431	2
chrX	.	miRNA	73438384	73438453	.	+	.	Name=hsa-mir-374c;ID=MI0016684	0.0250061434351008	2
chrX	.	miRNA	73506939	73507044	.	-	.	Name=hsa-mir-545;ID=MI0003516	1.5090530579532	2
chrX	.	miRNA	73507121	73507192	.	-	.	Name=hsa-mir-374a;ID=MI0000782	5.15299262659779	2
chrX	.	miRNA	85158641	85158712	.	-	.	Name=hsa-mir-361;ID=MI0000760	7.11725697680977	2
chrX	.	miRNA	109298557	109298654	.	+	.	Name=hsa-mir-652;ID=MI0003667	3.70193734487337	2
chrX	.	miRNA	113949650	113949761	.	+	.	Name=hsa-mir-1298;ID=MI0003938	-5.17496571531869	0
chrX	.	miRNA	113997744	113997823	.	+	.	Name=hsa-mir-1911;ID=MI0008332	-5.17496571531869	0
chrX	.	miRNA	117520357	117520434	.	+	.	Name=hsa-mir-1277;ID=MI0006419	1.96420595455356	2
chrX	.	miRNA	118780701	118780811	.	-	.	Name=hsa-mir-766;ID=MI0003836	-2.69950066909999	1
chrX	.	miRNA	133303408	133303482	.	-	.	Name=hsa-mir-363;ID=MI0000764	-3.11386508224592	1
chrX	.	miRNA	133303568	133303642	.	-	.	Name=hsa-mir-92a-2;ID=MI0000094	5.63109716851951	2
chrX	.	miRNA	133303701	133303796	.	-	.	Name=hsa-mir-19b-2;ID=MI0000075	3.70503009556504	2
chrX	.	miRNA	133303839	133303907	.	-	.	Name=hsa-mir-20b;ID=MI0001519	-0.0141036636710786	2
chrX	.	miRNA	133304071	133304141	.	-	.	Name=hsa-mir-18b;ID=MI0001518	3.91704778643674	2
chrX	.	miRNA	133304228	133304308	.	-	.	Name=hsa-mir-106a;ID=MI0000113	3.30175678276753	2
chrX	.	miRNA	133674215	133674292	.	-	.	Name=hsa-mir-450b;ID=MI0005531	2.9571423662932	2
chrX	.	miRNA	133674371	133674461	.	-	.	Name=hsa-mir-450a-1;ID=MI0001652	7.71859026847051	2
chrX	.	miRNA	133674538	133674637	.	-	.	Name=hsa-mir-450a-2;ID=MI0003187	7.70890892705665	2
chrX	.	miRNA	133675371	133675467	.	-	.	Name=hsa-mir-542;ID=MI0003686	4.2774221279504	2
chrX	.	miRNA	133680358	133680428	.	-	.	Name=hsa-mir-503;ID=MI0003188	6.08322988091252	2
chrX	.	miRNA	133680644	133680741	.	-	.	Name=hsa-mir-424;ID=MI0001446	9.80760534830923	2
chrX	.	miRNA	137749872	137749954	.	-	.	Name=hsa-mir-504;ID=MI0003189	-5.17496571531869	0
chrX	.	miRNA	139006307	139006390	.	-	.	Name=hsa-mir-505;ID=MI0003190	1.90841777898158	2
chrX	.	miRNA	145074268	145074344	.	-	.	Name=hsa-mir-892c;ID=MI0022560	-5.17496571531869	0
chrX	.	miRNA	145076302	145076378	.	-	.	Name=hsa-mir-888;ID=MI0005537	-5.17496571531869	0
chrX	.	miRNA	145109312	145109390	.	-	.	Name=hsa-mir-891a;ID=MI0005524	-5.17496571531869	0
chrX	.	miRNA	146271222	146271305	.	-	.	Name=hsa-mir-513c;ID=MI0006649	-5.17496571531869	0
chrX	.	miRNA	146280562	146280645	.	-	.	Name=hsa-mir-513b;ID=MI0006648	-5.17496571531869	0
chrX	.	miRNA	146294981	146295109	.	-	.	Name=hsa-mir-513a-1;ID=MI0003191	-5.17496571531869	0
chrX	.	miRNA	146307344	146307470	.	-	.	Name=hsa-mir-513a-2;ID=MI0003192	-5.17496571531869	0
chrX	.	miRNA	146312238	146312361	.	-	.	Name=hsa-mir-506;ID=MI0003193	-5.17496571531869	0
chrX	.	miRNA	146318431	146318545	.	-	.	Name=hsa-mir-508;ID=MI0003195	-5.17496571531869	0
chrX	.	miRNA	146331669	146331748	.	-	.	Name=hsa-mir-514b;ID=MI0014251	-5.17496571531869	0
chrX	.	miRNA	146340278	146340368	.	-	.	Name=hsa-mir-509-2;ID=MI0005530	-5.17496571531869	0
chrX	.	miRNA	146341170	146341244	.	-	.	Name=hsa-mir-509-3;ID=MI0005717	-5.17496571531869	0
chrX	.	miRNA	146342050	146342143	.	-	.	Name=hsa-mir-509-1;ID=MI0003196	-5.17496571531869	0
chrX	.	miRNA	146353853	146353926	.	-	.	Name=hsa-mir-510;ID=MI0003197	-5.17496571531869	0
chrX	.	miRNA	146360765	146360862	.	-	.	Name=hsa-mir-514a-1;ID=MI0003198	-2.31556508081179	1
chrX	.	miRNA	146363461	146363548	.	-	.	Name=hsa-mir-514a-2;ID=MI0003199	-2.31556508081179	1
